Compound_CID,SMILES,Carcinogenicity
16682963,CCCCCCCCCCCC[Al](CCCCCCCCCCCC)CCCCCCCCCCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682964,CCCCCCCCCCCCCCCC[Al](CCCCCCCCCCCCCCCC)CCCCCCCCCCCCCCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16682965,CCCCCCCCCC[Al](CCCCCCCCCC)CCCCCCCCCC,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16683004,CC(C)(C[Sn](CC(C)(C)C1=CC=CC=C1)(CC(C)(C)C2=CC=CC=C2)O[Sn](CC(C)(C)C3=CC=CC=C3)(CC(C)(C)C4=CC=CC=C4)CC(C)(C)C5=CC=CC=C5)C6=CC=CC=C6,No indication of carcinogenicity to humans (not listed by IARC).
16683011,O([Hg])[Hg],"3, not classifiable as to its carcinogenicity to humans. (L135)"
16683018,CC(C(=O)O[Al](OC(=O)C(C)O)OC(=O)C(C)O)O,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16683106,CC(=O)O[Sb](C1=CC=CC=C1)(C2=CC=CC=C2)(C3=CC=CC=C3)OC(=O)C,No indication of carcinogenicity (not listed by IARC). (L135)
16683111,C1=CC2=C(C(=C1)O[Al](OC3=CC=CC4=C3N=CC=C4)OC5=CC=CC6=C5N=CC=C6)N=CC=C2,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16683761,B(O)(O)O[Hg]C1=CC=CC=C1,No indication of carcinogenicity (not listed by IARC). (L135)
16684210,S1S[SbH]SS[SbH]1,No indication of carcinogenicity (not listed by IARC). (L135)
16684232,O([AlH2])[AlH2],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16684434,CC[Hg]SC1=CC=CC=C1C(=O)[O-].[Na+],No indication of carcinogenicity (not listed by IARC). (L135)
16685054,C(#[Al])[Al]=C=[Al]C#[Al],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16685262,C[Al]=O,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16685273,S=[Sb]S[Sb]=S,"3, not classifiable as to its carcinogenicity to humans. (L135)"
16686083,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H]([C@@H]5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+2],"2B, possibly carcinogenic to humans. (L135)"
16687962,F[Sb-](F)(F)(F)(F)F.[Ag+],No indication of carcinogenicity (not listed by IARC). (L135)
16688085,CC[O+](CC)CC.Cl[Sb-](Cl)(Cl)(Cl)(Cl)Cl,No indication of carcinogenicity (not listed by IARC). (L135)
16688166,C1=CC=C(C=C1)[C+](C2=CC=CC=C2)C3=CC=CC=C3.Cl[Sb-](Cl)(Cl)(Cl)(Cl)Cl,No indication of carcinogenicity (not listed by IARC). (L135)
16688490,F[Sb-](F)(F)(F)(F)F.[K+],No indication of carcinogenicity (not listed by IARC). (L135)
16689647,F[Sb-](F)(F)(F)(F)F.[Na+],No indication of carcinogenicity (not listed by IARC). (L135)
16699328,C1=CC(=CC=C1[NH+](C2=CC=C(C=C2)Br)C3=CC=C(C=C3)Br)Br.Cl[Sb-](Cl)(Cl)(Cl)(Cl)Cl,No indication of carcinogenicity (not listed by IARC). (L135)
16700422,[Li+].[Al-](Cl)(Cl)(Cl)Cl,"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16714211,F[Al-](F)(F)F.[K+],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
16747781,[O-2].[O-2].[Sn+4],No indication of carcinogenicity to humans (not listed by IARC).
16760189,CC1=NC(=NC(=N1)OC)NC(=O)[N-]S(=O)(=O)C2=C(C=CC(=C2)I)C(=O)OC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
16760563,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CC2=CC=CC=C2)/C=C/C(=C/[C@H](C)[C@H](CC3=CC=CC=C3)OC)/C,"Microcystis extracts: Group 3, not classifiable as to their carcinogenicity to humans. (L135)"
16760564,C[C@H]1[C@@H](NC(=O)[C@@H](NC(=O)[C@H]([C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)C(=C)N(C(=O)CC[C@@H](NC1=O)C(=O)O)C)C)CC(C)C)C(=O)O)C)CC2=CNC3=CC=CC=C32)/C=C/C(=C/[C@H](C)[C@H](CC4=CC=CC=C4)OC)/C,"Microcystis extracts: Group 3, not classifiable as to their carcinogenicity to humans. (L135)"
16760703,CCCC(CCC)C(=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
17388989,C1=CC=C(C=C1)N2C(=NN=N2)SC3=C(C=C(C=C3[N+](=O)[O-])C(=O)O)[N+](=O)[O-].N,Group 2B: Possibly carcinogenic to humans
17754066,CCCCCCCCCCCCCC[C@H](O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)O,No indication of carcinogenicity to humans (not listed by IARC).
17817970,CNC(=O)O/N=C(\SC)/C(=O)N(C)C.CNC(=O)O/N=C(\SC)/C(=O)N(C)C,No indication of carcinogenicity to humans (not listed by IARC).
18346908,O=[Cu].[Cu],No indication of carcinogenicity to humans (not listed by IARC).
18530292,C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O,Not Available
18668094,CC(=O)O.[Pb],"Organic lead compounds are not classifiable as to their carcinogenicity to humans (Group 3). To the extent that organic lead compounds are metabolized in part to ionic lead, they are expected to exert the toxicities associated with inorganic lead (Group 2A, probably carcinogenic to humans). (L135)"
20055210,COC(=O)NC1=NC2=CC=CC=C2N1C(=O)NCCSC,No indication of carcinogenicity to humans (not listed by IARC).
20055509,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4.O.O.O.Br,Not Available
20055920,C[C@@H]1CC[C@]2([C@@H](CCCO2)C)O[C@@H]1[C@@H](C)C[C@@H]([C@@H]3C(=C)[C@H]([C@H]4[C@H](O3)CC[C@]5(O4)CC[C@@H](O5)/C=C/[C@@H](C)[C@@H]6CC(=C[C@@]7(O6)[C@@H](CC[C@H](O7)C[C@](C)(C(=O)O)O)O)C)O)O,No indication of carcinogenicity to humans (not listed by IARC).
20057076,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)OS(=O)(=O)[O-])C,No indication of carcinogenicity to humans (not listed by IARC).
20593234,C[C@H](C1=NC2=C(S1)C=C(C=C2)F)NC(=O)[C@H](C(C)C)NC(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
20715017,C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Fe+3],Group 3: Not classifiable as to its carcinogenicity to humans
20836014,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Cd+2].[Ba+2],"1, carcinogenic to humans. (L135)"
20838042,C1=CC(=CC=C1NCC(=O)N)[As](=O)(O)O.[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
20975696,C[As](=O)(O)O.[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
21117946,C1CN2C(=N)N([C@H]([C@H]3[C@]2(C1(O)O)NC(=N3)N)COC(=O)N)O,No indication of carcinogenicity to humans (not listed by IARC).
21117975,CC1=C[C@@H]2[C@](CC1)([C@]3([C@@H]([C@H]([C@H]([C@@]34CO4)O2)O)O)C)COC(=O)C,No indication of carcinogenicity to humans (not listed by IARC).
21118293,C[C@]12CC[C@]34C(=CC(=O)[C@H](O3)C(O4)(C)C)[C@@]1(CC[C@@H]5[C@@]2(C6=C(C5)C7=C(C=CC=C7N6)C(C)(C)C=C)C)O,No indication of carcinogenicity to humans (not listed by IARC).
21123676,C1=CC(=C(C(=C1)Br)Br)C2=C(C(=C(C=C2)Br)Br)Br,"2A, probably carcinogenic to humans. (L135)"
21140858,CC1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4([C@]3(C(C[C@@]2([C@]1(C(=O)CO)O)C)O)F)C,No indication of carcinogenicity to humans (not listed by IARC).
21158559,C=CC[N@@+]12[C@@H]3[C@]4(C5=CC=CC=C5N/6[C@H]4/C(=C\N7[C@H]8/C(=C6)/[C@@H]9/C(=C\CO)/C[N@+]4([C@H]([C@]8(C5=CC=CC=C75)CC4)C9)CC=C)/[C@@H](C3)/C(=C\CO)/C1)CC2.[Cl-].[Cl-],No indication of carcinogenicity to humans (not listed by IARC).
21158560,C=CC[N@@+]12[C@@H]3[C@]4(C5=CC=CC=C5N/6[C@H]4/C(=C\N7[C@H]8/C(=C6)/[C@@H]9/C(=C\CO)/C[N@+]4([C@H]([C@]8(C5=CC=CC=C75)CC4)C9)CC=C)/[C@@H](C3)/C(=C\CO)/C1)CC2,No indication of carcinogenicity to humans (not listed by IARC).
21226249,CC(=O)[O-].CC(=O)[O-].O=[U+2]=O,"Uranium: Group 1, carcinogenic to humans (L135)"
21582035,C1=CC=C(C(=C1)C2=C(C=CC(=C2Br)Br)Br)Br,"2A, probably carcinogenic to humans. (L135)"
21593892,C[C@@H]1C[C@H]2[C@H]3[C@H](C[C@@]4(O3)[C@@H](C[C@@H](CN4)C)C)O[C@@](C1)(O2)CC(=C)[C@@H]5[C@H](C[C@H]([C@@](O5)([C@H]([C@H]6C[C@H]7[C@@H](O6)C[C@@H]([C@@]8(O7)CC[C@@]9(O8)C=CC[C@H](O9)/C=C/CCC(=O)O)C)O)O)C)C,No indication of carcinogenicity to humans (not listed by IARC).
21608802,CC(C)(C=C)[C@@]12C[C@H]3C(=O)N/C(=C/C4=CN=CN4)/C(=O)N3[C@@H]1NC5=CC=CC=C25,No indication of carcinogenicity to humans (not listed by IARC).
21672114,C[C@@H]1CC([C@@]23C[C@@H]([C@@H]([C@H](O2)[C@@H](C)CC[C@@H](C4=C(C=CC(=C4)O)Br)OC)C)OC(=O)C[C@@H](OC(=O)C[C@@]1(O3)O)[C@@H](C)O)(C)C,Not listed by IARC.
21864164,CCCCCCCCCCCC(=O)N(C)CC(=O)O.[Na+],No indication of carcinogenicity (not listed by IARC). (L135)
21872021,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl.Cl,Not Available
21895380,C(=O)(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)[O-],No indication of carcinogenicity to humans (not listed by IARC).
21902690,[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[O-][Cr](=O)(=O)[O-].[Fe+3].[Fe+3],"1, carcinogenic to humans. (L135)"
21932507,CCCCCCCCCCCCC(=O)[O-],No indication of carcinogenicity to humans (not listed by IARC).
21933724,CN(C)CCC(C1=CC=C(C=C1)Br)C2=CC=CC=N2.C(=C/C(=O)O)\C(=O)O,No indication of carcinogenicity to humans (not listed by IARC).
22023651,C1=CC=C(C(=C1)C2=C(C(=C(C(=C2Br)Br)Br)Br)Br)Br,"2A, probably carcinogenic to humans. (L135)"
22045960,C1C=CC=[C-]1.C1C=CC=[C-]1.[Co+2],"2B, possibly carcinogenic to humans. (L135)"
22056524,[H-].[H-].[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
22150757,[O-2].[O-2].[Cl-].[Cl-].[Cr+6],"1, carcinogenic to humans. (L135)"
22221797,C1C=CC=[C-]1.C1C=CC=[C-]1.[Cr+2],No indication of carcinogenicity (not listed by IARC). (L135)
22227334,C(=O)[O-].C(=O)[O-].O=[U+2]=O,"Uranium: Group 1, carcinogenic to humans (L135)"
22385430,[S-2].[S-2].[Cd+2].[Hg+2],"1, carcinogenic to humans. (L135)"
22568670,C(=O)(O)O.[Zn+2],No indication of carcinogenicity to humans (not listed by IARC).
22635267,C1=CC(=C(C=C1C(F)(F)F)Cl)OC2=CC(=C(C=C2)[N+](=O)[O-])C(=O)[O-],Not listed by IARC.
22748686,[Be+2].[O-][Si]([O-])([O-])[O-].[Zn+2],"1, carcinogenic to humans. (L135)"
22763417,[O-]Br(=O)(=O)=O.[Ag+],"Potassium bromate: 2B, possibly carcinogenic to humans. (L135)"
22833324,CC(C)CCCCCOC(=O)CS[Sn](C)(C)SCC(=O)OCCCCCC(C)C,No indication of carcinogenicity to humans (not listed by IARC).
22833337,CC(C)CCCCCOC(=O)CS[Sn](C)(SCC(=O)OCCCCCC(C)C)SCC(=O)OCCCCCC(C)C,No indication of carcinogenicity to humans (not listed by IARC).
22833343,CCC1CCC(C1)CCC(=O)[O-].CCC1CCC(C1)CCC(=O)[O-].[Co+2],"2B, possibly carcinogenic to humans. (L135)"
22833476,[O-][Se](=O)[O-].[Tl+].[Tl+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
22833489,CCC(C(C(CC(C(C(C)Cl)Cl)Cl)Cl)Cl)Cl,Not Available
22833490,CC(CCCC(CCCC(CCCC(CCCC(CCCC(CCCl)Cl)Cl)Cl)Cl)Cl)Cl,Not Available
22833491,C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].C1=CC=NC(=C1)C(=O)[O-].O.[Cr+3],Not Available
22833492,CC(=O)[O-].CC(=O)[O-].[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[O-][As]=O.[Cu+2].[Cu+2].[Cu+2].[Cu+2],"1, carcinogenic to humans. (L135)"
22996930,[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[As+5],"1, carcinogenic to humans. (L135)"
23223116,[H+].C(=O)(C(Cl)(Cl)Cl)[O-],"2B, possibly carcinogenic to humans. (L135)"
23252084,C[C@@H]1C[C@H]2[C@@H](C[C@H]3[C@H](O2)[C@H]([C@@H]([C@H]4[C@H](O3)[C@H]([C@@H]([C@]5(O4)CCCO5)C)C)O)C)O[C@H]6C[C@@H]7[C@]([C@@H](C[C@@H]8[C@@H](O7)C/C=C\C[C@@H]9[C@@H](O8)C=C[C@@H]2[C@@H](O9)C=C[C@@H]3[C@@H](O2)C[C@@H]2[C@@H](O3)[C@@H]([C@@H]3[C@@H](O2)CC=C[C@@H](O3)/C=C/C=C)O)O)(O[C@@H]6C1)C,No indication of carcinogenicity to humans (not listed by IARC).
23615192,C(CC(=O)C(=O)[O-])CC(=O)[O-],No indication of carcinogenicity to humans (not listed by IARC).
23617864,CCC(=O)O[C@@H]1C[C@H]2CC[C@@]1(C2(C)C)C,No indication of carcinogenicity to humans (not listed by IARC).
23620393,CC1=C(C=CC(=C1)OC(=O)NC)N=CN(C)C.Cl,No indication of carcinogenicity to humans (not listed by IARC).
23620629,C1=CC(=C(C(=C1)Br)Br)C2=C(C(=CC=C2)Br)Br,"2A, probably carcinogenic to humans. (L135)"
23662264,C1=C(C(=CC(=C1Cl)Cl)Cl)[O-].[Na+],"2B, possibly carcinogenic to humans. (L135)"
23662349,C1=NNC2=C1C(=NC=N2)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23662398,C(CO)N(CCO)C(=S)[S-].[K+],Group 3: Not classifiable as to its carcinogenicity to humans
23663539,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[O-].[Na+],"2B, possibly carcinogenic to humans. (L135)"
23663870,C(CC(=O)[O-])CO.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23663956,CCCC(CCC)C(=O)O.CCCC(CCC)C(=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23663991,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)[O-].O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23664334,CCOP(=S)([O-])OCC.[K+],No indication of carcinogenicity to humans (not listed by IARC).
23664719,C[As](=O)(O)[O-].[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
23665410,CCCC(C)C1(C(=O)NC(=NC1=O)[S-])CC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23665572,C1=CC(=CC=C1NCC(=O)N)[As](=O)(O)[O-].[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
23665583,COC1=CC=C(C=C1)C(=O)/C(=C\C(=O)[O-])/Br.[Na+],Not Available
23665649,[Li+].[O-]Cl(=O)(=O)=O,No indication of carcinogenicity to humans (not listed by IARC).
23665706,C1CCC(CC1)NS(=O)(=O)[O-].[Na+],Group 3: Not classifiable as to its carcinogenicity to humans
23665729,C(=C/[O-])\C=O.[Na+],Not Available
23665760,[O-]Cl.[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
23665770,CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23666110,C1=CC(=C(C=C1OC2=C(C=C(C=C2I)C[C@@H](C(=O)[O-])N)I)I)O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23667642,C1=CC=C(C(=C1)CC(=O)[O-])NC2=C(C=CC=C2Cl)Cl.[K+],No indication of carcinogenicity to humans (not listed by IARC).
23668192,CC1=C(C=C(C=C1)S(=O)(=O)[O-])C.[Na+],Not Available
23668193,N(=O)[O-].[Na+],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). (L135)
23668195,[O-]Br(=O)=O.[Na+],"Potassium bromate: 2B, possibly carcinogenic to humans. (L135)"
23668197,[O-]Cl=O.[Na+],Group 3: Not classifiable as to its carcinogenicity to humans
23668198,CN(C)C1=CC=C(C=C1)N=NS(=O)(=O)[O-].[Na+],Group 3: Not classifiable as to its carcinogenicity to humans
23668817,CCCCCCCCCCCC(=O)N(C)CC(=O)[O-].[Na+],No indication of carcinogenicity (not listed by IARC). (L135)
23670523,C1=CC(=CC=C1N)[As](=O)(O)[O-].[Na+],"3, not classifiable as to its carcinogenicity to humans. (L135)"
23670860,[Li+].[O-][Co]=O,"2B, possibly carcinogenic to humans. (L135)"
23672723,CSCCC(C(=O)[O-])N.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23673458,[O-][Mn](=O)(=O)=O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23673461,[O-]Br(=O)=O.[K+],Group 2B: Possibly carcinogenic to humans
23673840,CCCCCCCCCCCCCCCCCC(=O)[O-].[K+],"Not listed by IARC. IARC classified aluminum production as carcinogenic to humans (Group 1), but did not implicate aluminum itself as a human carcinogen. (L135) A link between use of aluminum-containing antiperspirants and increased risk of breast cancer has been proposed (A235), but studies have not been able to establish a clear link (A15468)."
23674541,CC1=CN=C(C(=C1OC)C)C[S@](=O)C2=NC3=C([N-]2)C=CC(=C3)OC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23675729,CC1=C(C=CC(=C1)Cl)OCCCC(=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23675735,C1=CC=C(C=C1)C2=CC=CC=C2[O-].[Na+],Group 2B: Possibly carcinogenic to humans
23676152,CCCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23676704,C1=CC(=C(C=C1Cl)Cl)OCC(=O)[O-].[Na+],"2B, possibly carcinogenic to humans. (L135)"
23676736,COC1=CC(=NC(=N1)NC(=O)[N-]S(=O)(=O)C2=C(C=CC=N2)OCC(F)(F)F)OC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23676745,C/C=C/C=C/C(=O)[O-].[K+],No indication of carcinogenicity to humans (not listed by IARC).
23676814,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)COC3=CC=CC=C3)C(=O)[O-])C.[K+],Not Available
23679264,C1=CC=C2C(=C1)N=C(S2)[S-].[K+],No indication of carcinogenicity to humans (not listed by IARC).
23681107,C(CC(O)(P(=O)(O)O)P(=O)(O)[O-])CN.O.O.O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23682187,COC1=CC(=NC(=N1)SC2=C(C(=CC=C2)Cl)C(=O)[O-])OC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23684575,CC1=C(C=CC(=C1)Cl)OC(C)C(=O)[O-].[K+],"2B, possibly carcinogenic to humans. (L135)"
23690439,CCC(C)C1(C(=O)NC(=NC1=O)[O-])CC.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23690443,CCC#CC(C)C1(C(=O)N=C(N(C1=O)C)[O-])CC=C.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23691721,C1=C(C(=O)C1=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23698421,CNC(=S)[S-].O.O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23706212,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)[O-].[K+],No indication of carcinogenicity (not listed by IARC). (L135)
23707507,CC(=O)CC(C1=CC=CO1)C2=C(C3=CC=CC=C3OC2=O)[O-].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23721629,CC1=CC(=O)[C-](C(=O)O1)C(=O)C.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23724874,C(P(=O)(O)[O-])(P(=O)(O)[O-])(Cl)Cl.O.O.O.O.[Na+].[Na+],No indication of carcinogenicity to humans (not listed by IARC).
23725020,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](C1[C@@H]([C@H](CO1)O)O)O,No indication of carcinogenicity to humans (not listed by IARC).
24112890,C[C@H](C=C[C@H](C)C(C)C)[C@H]1CCC2[C@@]1(CCCC2=CC=C3C[C@H](CCC3=C)O)C,No indication of carcinogenicity to humans (not listed by IARC).
24180709,CNC(=S)[S-].O.O.O.[Na+],No indication of carcinogenicity to humans (not listed by IARC).
24181097,CCCCC(CC)COS(=O)(=O)O.[Na],No indication of carcinogenicity to humans (not listed by IARC).
24190657,C(=O)(O)O.[Ag],No indication of carcinogenicity to humans (not listed by IARC).
24745345,[N-]=[N+]=[N-].[N-]=[N+]=[N-].[Cu+2],No indication of carcinogenicity to humans (not listed by IARC).
24779641,C[C@H](CCCC(C)(C)O)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C/C=C/3\C[C@H](CCC3=C)O)C,Not Available
24832073,C1=CC(=C(C=C1C2=CC(=C(C=C2)N=NC3=C(C4=C(C=C(C=C4C=C3S(=O)(=O)[O-])S(=O)(=O)[O-])N)[O-])[O-])[O-])N=NC5=C(C6=C(C=C(C=C6C=C5S(=O)(=O)[O-])S(=O)(=O)[O-])N)[O-].[Na+].[Na+].[Na+].[Na+].[Cu+2].[Cu+2],Not Available
24840667,C[C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OC2CC3C(C(CC(O3)(CC(C(CCC(CC(CC(CC(=O)OC(C(C(C(C=CC=CCCC=CC=CC=CC=C2)C)O)C)C)O)O)O)O)O)O)O)C(=O)O)O)N)O,No indication of carcinogenicity to humans (not listed by IARC).
24846023,CC1=C[C@@H]2[C@@]3(CC1)COC(=O)/C=C/4\CCO[C@](C4O)(/C=C/C=C\C(=O)O[C@H]5[C@]3([C@]6(CO6)[C@@H](C5)O2)C)[C@H](C)O,No indication of carcinogenicity to humans (not listed by IARC).
24847943,CC(=O)O.CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],No indication of carcinogenicity to humans (not listed by IARC).
24860541,CN1[C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)[C@@H](CO)C4=CC=CC=C4.O.O.O.Br,Not Available
24884255,C/C(=C\C(=O)C)/[O-].C/C(=C\C(=O)C)/[O-].C/C(=C\C(=O)C)/[O-].[Cr+3],"3, not classifiable as to its carcinogenicity to humans. (L135)"
24892769,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]\4([C@H](C5[C@]6([C@@]([C@@H](C(=N6)/C(=C\7/[C@@]([C@@H](C(=N7)/C=C\8/C([C@@H](C(=N8)/C(=C4\[N-]5)/C)CCC(=O)N)(C)C)CCC(=O)N)(C)CC(=O)N)/C)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+3],"2B, possibly carcinogenic to humans. (L135)"
24942376,C1C=CC=[C-]1.C1C=CC=[C-]1.[Co+2],"2B, possibly carcinogenic to humans. (L135)"
24971464,[CH3-].CC1=CC2=C(C=C1C)N(C=N2)[C@@H]3[C@@H]([C@@H]([C@H](O3)CO)OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@@]4([C@H]([C@@H]5[C@]6([C@@]([C@@H](/C(=C(/C7=N/C(=C\C8=N/C(=C(\C4=N5)/C)/[C@H](C8(C)C)CCC(=O)N)/[C@H]([C@]7(C)CC(=O)N)CCC(=O)N)\C)/[N-]6)CCC(=O)N)(C)CC(=O)N)C)CC(=O)N)C)O.[Co+2],"2B, possibly carcinogenic to humans. (L135)"
25022080,N(=O)[O-].N(=O)[O-].N(=O)[O-].N(=O)[O-].N(=O)[O-].N(=O)[O-].O.[K+].[K+].[K+].[Co+3],Ingested nitrate or nitrite under conditions that result in endogenous nitrosation is probably carcinogenic to humans (Group 2A). Cobalt compounds are possibly carcinogenic to humans (Group 2B).
25058197,C[C@H](CC1=CC=CC=C1)[NH+](C)CC#C.[Cl-],No indication of carcinogenicity to humans (not listed by IARC).
